event,utc,update,total_updates,steps_seen,policy_loss,value_loss,entropy,mean_ep_reward,win_rate,elapsed_sec
update,2026-03-12T12:23:45Z,1,1,256,-0.0005115484818816185,7.229609727859497,3.521106004714966,-4.305,0.09523809523809523,48.92555904388428
