event,utc,update,total_updates,steps_seen,policy_loss,value_loss,entropy,mean_ep_reward,win_rate,elapsed_sec
update,2026-03-12T12:18:20Z,1,1,256,-0.00022471323609352112,8.466340065002441,3.5076754093170166,-5.534999999999999,0.0,48.47924590110779
