event,utc,update,total_updates,steps_seen,policy_loss,value_loss,entropy,mean_ep_reward,win_rate,elapsed_sec
update,2026-03-12T12:09:33Z,1,1,256,-0.00017211399972438812,2.0851978957653046,3.4991121888160706,-2.3750000000000004,0.09523809523809523,16.477094888687134
