event,utc,update,total_updates,steps_seen,policy_loss,value_loss,entropy,mean_ep_reward,win_rate,elapsed_sec
update,2026-03-11T08:51:06Z,1,1,64,4.404783248901367e-05,2.5549728870391846,4.1981041431427,-1.6799999999999997,0.2,12.334021091461182
