event,utc,update,total_updates,steps_seen,policy_loss,value_loss,entropy,mean_ep_reward,win_rate,elapsed_sec
update,2026-03-12T12:12:28Z,1,1,256,-7.681362330913544e-05,3.3666858077049255,4.009268343448639,-3.425,0.047619047619047616,39.06212520599365
